edition,year,noc,country_name,gold,silver,bronze,total_medals,iso3,gdp_per_capita,population,gni_per_capita,hdi,eurostat_recreation_pct_gdp,wvs_country,wvs_interpersonal_trust,wvs_confidence_govt,wvs_confidence_parties,wvs_national_pride,wvs_sport_org_membership,ess_social_trust,ess_trust_parliament,ess_trust_legal,ess_news_politics,host,log_population,log_gdp_per_capita,prev_total_medals,prev_gold,prev2_total_medals,prev3_total_medals,medal_trend,rolling_mean_medals,log_prev_total,gdp_growth_rate,athletes_sent,athletes_sent_prev,athletes_sent_trend,medals_per_athlete,first_year,years_experience,upcoming_host
1988 Summer Olympics,1988,CAN,Canada,3,2,5,10,CAN,19012.5723278349,26791747.0,18620.0,0.861,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,,0,17.10360448761917,9.852908336178107,44.0,10.0,11.0,5.0,33.0,20.0,3.8066624897703196,0.36481871161282076,362.0,438.0,-76.0,0.12154696132596685,1960.0,28.0,0
1992 Summer Olympics,1992,CAN,Canada,7,4,7,18,CAN,20950.3305287651,28371264.0,21420.0,0.861,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,,0,17.16088739514591,9.949957433059884,10.0,3.0,44.0,11.0,-34.0,21.666666666666668,2.3978952727983707,0.10191983323020781,302.0,362.0,-60.0,0.033112582781456956,1960.0,32.0,0
1996 Summer Olympics,1996,CAN,Canada,3,11,8,22,CAN,21296.9723536904,29610218.0,20820.0,0.89,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,,0,17.20363009620037,9.966367152503794,18.0,7.0,10.0,44.0,8.0,24.0,2.9444389791664403,0.016545888116149543,304.0,302.0,2.0,0.05921052631578947,1960.0,36.0,0
2000 Summer Olympics,2000,CAN,Canada,3,3,8,14,CAN,24271.0020563821,30685730.0,22740.0,0.89,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,,0,17.239308316236258,10.09707878631071,22.0,3.0,18.0,10.0,4.0,16.666666666666668,3.1354942159291497,0.13964565729345813,296.0,304.0,-8.0,0.07432432432432433,1960.0,40.0,0
2004 Summer Olympics,2004,CAN,Canada,3,6,3,12,CAN,32145.5412620217,31938807.0,29530.0,0.89,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,,0,17.27933238007978,10.378060142603887,14.0,3.0,22.0,18.0,-8.0,18.0,2.70805020110221,0.3244422783759344,267.0,296.0,-29.0,0.052434456928838954,1960.0,44.0,0
2008 Summer Olympics,2008,CAN,Canada,3,9,8,20,CAN,46710.2526864484,33247298.0,44930.0,0.911,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,,0,17.319484088683843,10.751740371514805,12.0,3.0,14.0,22.0,-2.0,16.0,2.5649493574615367,0.4530865200155818,339.0,267.0,72.0,0.035398230088495575,1960.0,48.0,0
2012 Summer Olympics,2012,CAN,Canada,2,6,10,18,CAN,52670.3447335415,34713395.0,51080.0,0.911,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,,0,17.362636222291435,10.871826843450958,20.0,3.0,12.0,14.0,8.0,15.333333333333334,3.044522437723423,0.12759708424403882,277.0,339.0,-62.0,0.07220216606498195,1960.0,52.0,0
2016 Summer Olympics,2016,CAN,Canada,4,3,15,22,CAN,42314.0615817218,36110803.0,43900.0,0.927,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,,0,17.402102658306244,10.652898367419745,18.0,2.0,20.0,12.0,-2.0,16.666666666666668,2.9444389791664403,-0.19662455608012408,316.0,277.0,39.0,0.056962025316455694,1960.0,56.0,0
2020 Summer Olympics,2020,CAN,Canada,7,7,10,24,CAN,43537.839298904,38028638.0,43900.0,0.928,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,,0,17.453850091727897,10.681408676162736,22.0,4.0,18.0,20.0,4.0,20.0,3.1354942159291497,0.028921301133399746,383.0,316.0,67.0,0.057441253263707574,1960.0,60.0,0
2024 Summer Olympics,2024,CAN,Canada,9,7,11,27,CAN,54340.3477224733,41288599.0,53400.0,0.935,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,,0,17.53609699077254,10.90304068433773,24.0,7.0,22.0,18.0,2.0,21.333333333333332,3.2188758248682006,0.2481176971003527,332.0,383.0,-51.0,0.07228915662650602,1960.0,64.0,0
1960 Summer Olympics,1960,SUI,Switzerland,0,3,3,6,CHE,1954.3113206427,5327827.0,,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.488454208398995,7.578304703037097,,,,,,,,,155.0,,,,1960.0,0.0,0
1964 Summer Olympics,1964,SUI,Switzerland,1,2,1,4,CHE,2734.93009044177,5789228.0,2520.0,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.571509680060753,7.914226726676871,6.0,0.0,,,,6.0,1.9459101490553132,0.3994341953370837,67.0,155.0,-88.0,0.08955223880597014,1960.0,4.0,0
1968 Summer Olympics,1968,SUI,Switzerland,0,1,4,5,CHE,3413.49358157003,6067714.0,3270.0,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.618492650648136,8.135784468642466,4.0,1.0,6.0,,-2.0,5.0,1.6094379124341003,0.24810999502318265,86.0,67.0,19.0,0.046511627906976744,1960.0,8.0,0
1972 Summer Olympics,1972,SUI,Switzerland,0,3,0,3,CHE,5884.77524107186,6260956.0,5510.0,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.64984360679139,8.680293742721469,5.0,0.0,4.0,6.0,1.0,5.0,1.791759469228055,0.7239743097349458,153.0,86.0,67.0,0.032679738562091505,1960.0,12.0,0
1976 Summer Olympics,1976,SUI,Switzerland,1,1,2,4,CHE,10864.971231108,6302504.0,11210.0,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.656457731379875,9.293391279501485,3.0,0.0,5.0,4.0,-2.0,4.0,1.3862943611198906,0.8462848258464737,50.0,153.0,-103.0,0.06,1960.0,16.0,0
1980 Summer Olympics,1980,SUI,Switzerland,2,0,0,2,CHE,19393.8805480097,6319408.0,22320.0,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.659136249092231,9.872764420948666,4.0,1.0,3.0,5.0,1.0,4.0,1.6094379124341003,0.7849914312227708,74.0,50.0,24.0,0.05405405405405406,1960.0,20.0,0
1984 Summer Olympics,1984,SUI,Switzerland,0,4,4,8,CHE,16991.2458841517,6441865.0,18470.0,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.678328807663457,9.740512394520284,2.0,2.0,4.0,3.0,-2.0,3.0,1.0986122886681098,-0.1238862257561224,137.0,74.0,63.0,0.014598540145985401,1960.0,24.0,0
1988 Summer Olympics,1988,SUI,Switzerland,0,2,2,4,CHE,32690.4302734561,6593386.0,34580.0,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.701577734992489,10.39486825139057,8.0,0.0,2.0,4.0,6.0,4.666666666666667,2.1972245773362196,0.9239572245816035,100.0,137.0,-37.0,0.08,1960.0,28.0,0
1992 Summer Olympics,1992,SUI,Switzerland,1,0,0,1,CHE,40713.6881521435,6875364.0,42050.0,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.743455291016728,10.614344194585236,4.0,0.0,8.0,2.0,-4.0,4.666666666666667,1.6094379124341003,0.24543139419006388,115.0,100.0,15.0,0.034782608695652174,1960.0,32.0,0
1996 Summer Olympics,1996,SUI,Switzerland,4,3,0,7,CHE,48092.6433036512,7071850.0,49670.0,0.885,1.1,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.771632814073136,10.780905291511251,1.0,1.0,4.0,8.0,-3.0,4.333333333333333,0.6931471805599453,0.18124015500470492,119.0,115.0,4.0,0.008403361344537815,1960.0,36.0,0
2000 Summer Olympics,2000,SUI,Switzerland,1,6,2,9,CHE,38865.021939688,7184250.0,44580.0,0.885,1.0,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,,0,15.787401827106612,10.56787567592014,7.0,4.0,1.0,4.0,6.0,4.0,2.0794415416798357,-0.19187178599647992,103.0,119.0,-16.0,0.06796116504854369,1960.0,40.0,0
2004 Summer Olympics,2004,SUI,Switzerland,1,1,3,5,CHE,54659.4571488233,7389625.0,55000.0,0.885,1.1,,,,,,,5.696403549743111,5.488636363636363,6.085576923076923,,0,15.81558768271272,10.9088958229455,9.0,1.0,7.0,1.0,2.0,5.666666666666667,2.302585092994046,0.4063920312111393,99.0,103.0,-4.0,0.09090909090909091,1960.0,44.0,0
2008 Summer Olympics,2008,SUI,Switzerland,2,1,4,7,CHE,74175.1927898555,7647675.0,64870.0,0.94,1.0,,,,,,,5.703030303030303,5.771091445427729,6.300227014755959,,0,15.849912368799258,11.214198525782752,5.0,1.0,9.0,7.0,-4.0,7.0,1.791759469228055,0.35704225140575385,84.0,99.0,-15.0,0.05952380952380952,1960.0,48.0,0
2012 Summer Olympics,2012,SUI,Switzerland,2,2,0,4,CHE,85836.2076767359,7996861.0,86720.0,0.94,1.0,,,,,,,5.683858004018754,6.1365576102418204,6.510711817553559,,0,15.894559772693956,11.360207847380519,7.0,2.0,5.0,9.0,2.0,7.0,2.0794415416798357,0.15720909441943776,104.0,84.0,20.0,0.0673076923076923,1960.0,52.0,0
2016 Summer Olympics,2016,SUI,Switzerland,3,2,2,7,CHE,82153.0745447889,8373338.0,83360.0,0.952,1.0,,,,,,,5.9862204724409445,6.319047619047619,6.6291834002677374,34.81238615664845,0,15.940563287647526,11.316351721076442,4.0,2.0,7.0,5.0,-3.0,5.333333333333333,1.6094379124341003,-0.04290885200587935,102.0,104.0,-2.0,0.0392156862745098,1960.0,56.0,0
2020 Summer Olympics,2020,SUI,Switzerland,3,4,6,13,CHE,85897.7843338323,8638167.0,81740.0,0.957,1.1,,,,,,,6.036842105263158,6.598611111111111,6.930452397029034,36.26660682226212,0,15.971701081260171,11.360924955763151,7.0,3.0,4.0,7.0,3.0,6.0,2.0794415416798357,0.045582101580407874,116.0,102.0,14.0,0.0603448275862069,1960.0,60.0,0
2024 Summer Olympics,2024,SUI,Switzerland,1,2,5,8,CHE,103998.186685604,9005582.0,95220.0,0.967,0.9,,,,,,,5.8435916002896455,6.416289592760181,6.838158871566444,35.18181818181818,0,16.013355276306637,11.5521383577622,13.0,3.0,7.0,4.0,6.0,8.0,2.6390573296152584,0.2107202472350913,137.0,116.0,21.0,0.0948905109489051,1960.0,64.0,0
1988 Summer Olympics,1988,CHI,Chile,0,1,0,1,CHL,2013.53987790886,12999424.0,1940.0,0.705,,CHL,1.8572895277207395,2.8158697863682605,3.31237322515213,2.369168356997972,2.311111111111111,,,,,0,16.380415683678372,7.608146099872983,,,,,,,,,17.0,,,,1988.0,0.0,0
2000 Summer Olympics,2000,CHI,Chile,0,0,1,1,CHL,5052.99245766325,15503635.0,5030.0,0.763,,CHL,1.8572895277207395,2.8158697863682605,3.31237322515213,2.369168356997972,2.311111111111111,,,,,0,16.5565851350249,8.527933795597056,1.0,0.0,,,,1.0,0.6931471805599453,1.0,55.0,17.0,38.0,0.01818181818181818,1988.0,12.0,0
2004 Summer Olympics,2004,CHI,Chile,2,0,1,3,CHL,6120.59152055344,16187322.0,5200.0,0.763,,CHL,1.8572895277207395,2.8158697863682605,3.31237322515213,2.369168356997972,2.311111111111111,,,,,0,16.599738963001315,8.719577394076627,1.0,0.0,1.0,,0.0,1.0,0.6931471805599453,0.21128055737963636,22.0,55.0,-33.0,0.045454545454545456,1988.0,16.0,0
2008 Summer Olympics,2008,CHI,Chile,0,1,0,1,CHL,10683.2188772511,16838988.0,9950.0,0.813,,CHL,1.8572895277207395,2.8158697863682605,3.31237322515213,2.369168356997972,2.311111111111111,,,,,0,16.63920752934679,9.276523060471813,3.0,2.0,1.0,1.0,2.0,1.6666666666666667,1.3862943611198906,0.7454552948642281,26.0,22.0,4.0,0.11538461538461539,1988.0,20.0,0
2024 Summer Olympics,2024,CHI,Chile,1,1,0,2,CHL,16709.8893972307,19764771.0,15750.0,0.86,,CHL,1.8572895277207395,2.8158697863682605,3.31237322515213,2.369168356997972,2.311111111111111,,,,,0,16.799411719103762,9.723815845620694,1.0,0.0,3.0,1.0,-2.0,1.6666666666666667,0.6931471805599453,0.5641249691900279,48.0,26.0,22.0,0.020833333333333332,1988.0,36.0,0
1984 Summer Olympics,1984,CHN,People's Republic of China,15,8,9,32,CHN,251.192686463827,1036825000.0,250.0,0.482,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,0,20.75942899689038,5.530193424156444,,,,,,,,,222.0,,,,1984.0,0.0,0
1988 Summer Olympics,1988,CHN,People's Republic of China,5,11,12,28,CHN,284.023573149686,1101630000.0,330.0,0.482,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,0,20.82005673903112,5.652571889654051,32.0,15.0,,,,32.0,3.4965075614664802,0.13070001021143107,294.0,222.0,72.0,0.10884353741496598,1984.0,4.0,0
1992 Summer Olympics,1992,CHN,People's Republic of China,16,22,16,54,CHN,367.822651903542,1164970000.0,400.0,0.482,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,0,20.87596117341794,5.910315910359023,28.0,5.0,32.0,,-4.0,30.0,3.367295829986474,0.295042688973187,245.0,294.0,-49.0,0.11428571428571428,1984.0,8.0,0
1996 Summer Olympics,1996,CHN,People's Republic of China,16,22,12,50,CHN,713.337387811657,1217550000.0,660.0,0.586,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,0,20.92010648066089,6.57135538268062,54.0,16.0,28.0,32.0,26.0,38.0,4.007333185232471,0.9393514350462651,305.0,245.0,60.0,0.17704918032786884,1984.0,12.0,0
2000 Summer Olympics,2000,CHN,People's Republic of China,28,16,14,58,CHN,969.199513696287,1262645000.0,950.0,0.586,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,0,20.956474564796,6.877501734570306,50.0,16.0,54.0,28.0,-4.0,44.0,3.9318256327243257,0.35868318450200953,280.0,305.0,-25.0,0.17857142857142858,1984.0,16.0,0
2004 Summer Olympics,2004,CHN,People's Republic of China,32,17,14,63,CHN,1530.92726215723,1296075000.0,1530.0,0.586,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,0,20.982606304344,7.334281870163732,58.0,28.0,50.0,54.0,8.0,54.0,4.07753744390572,0.5795790655307413,391.0,280.0,111.0,0.1483375959079284,1984.0,20.0,1
2008 Summer Olympics,2008,CHN,People's Republic of China,48,22,30,100,CHN,3523.44302065213,1324655000.0,3140.0,0.698,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,1,21.00441788587695,8.167477694436101,63.0,32.0,58.0,50.0,5.0,57.0,4.1588830833596715,1.0,617.0,391.0,226.0,0.10210696920583469,1984.0,24.0,0
2012 Summer Olympics,2012,CHN,People's Republic of China,39,31,22,92,CHN,6405.0574241349,1354190000.0,6010.0,0.698,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,0,21.026469327293388,8.764999294246143,100.0,48.0,63.0,58.0,37.0,73.66666666666667,4.61512051684126,0.8178405004969918,378.0,617.0,-239.0,0.26455026455026454,1984.0,28.0,0
2016 Summer Olympics,2016,CHN,People's Republic of China,26,18,26,70,CHN,8254.86859320357,1387790000.0,8360.0,0.741,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,0,21.050978391475102,9.01867957107379,92.0,39.0,100.0,63.0,-8.0,85.0,4.532599493153256,0.28880477512947733,400.0,378.0,22.0,0.23,1984.0,32.0,0
2020 Summer Olympics,2020,CHN,People's Republic of China,38,32,19,89,CHN,10627.4637989619,1411100000.0,10740.0,0.781,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,0,21.067635379736657,9.27129094527284,70.0,26.0,92.0,100.0,-22.0,87.33333333333333,4.2626798770413155,0.28741768314903826,418.0,400.0,18.0,0.1674641148325359,1984.0,36.0,0
2024 Summer Olympics,2024,CHN,China,40,27,24,91,CHN,13303.1481543868,1408975000.0,13660.0,0.788,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575217,3.1665018133860863,2.4069034185197475,,,,,0,21.066128327335083,9.49583115688914,89.0,38.0,70.0,92.0,19.0,83.66666666666667,4.499809670330265,0.2517707334544166,398.0,418.0,-20.0,0.2236180904522613,1984.0,40.0,0
1984 Summer Olympics,1984,CIV,Côte d'Ivoire,0,1,0,1,CIV,708.940252199945,9650516.0,650.0,0.425,,,,,,,,,,,,0,16.082522047009608,6.565180814663334,,,,,,,,,15.0,,,,1984.0,0.0,0
2016 Summer Olympics,2016,CIV,Côte d'Ivoire,1,0,1,2,CIV,1862.59597081287,25989405.0,1880.0,0.501,,,,,,,,,,,,0,17.073199551412287,7.530263217895268,1.0,0.0,,,,1.0,0.6931471805599453,1.0,12.0,15.0,-3.0,0.08333333333333333,1984.0,32.0,0
2020 Summer Olympics,2020,CIV,Côte d'Ivoire,0,0,1,1,CIV,2179.72934832935,28915449.0,2120.0,0.53,,,,,,,,,,,,0,17.179886612310003,7.687414663283093,2.0,1.0,1.0,,1.0,1.5,1.0986122886681098,0.17026418100651064,31.0,12.0,19.0,0.06451612903225806,1984.0,36.0,0
2024 Summer Olympics,2024,CIV,Côte d'Ivoire,0,0,1,1,CIV,2727.8935220697,31934230.0,2530.0,0.534,,,,,,,,,,,,0,17.279189064525063,7.911651502750263,1.0,0.0,2.0,1.0,-1.0,1.3333333333333333,0.6931471805599453,0.25148267795746726,13.0,31.0,-18.0,0.07692307692307693,1984.0,40.0,0
1968 Summer Olympics,1968,CMR,Cameroon,0,1,0,1,CMR,170.782666507465,6125863.0,140.0,0.44,,,,,,,,,,,,0,15.628030365671355,5.14623011102273,,,,,,,,,6.0,,,,1968.0,0.0,0
1984 Summer Olympics,1984,CMR,Cameroon,0,0,1,1,CMR,771.702146026357,9475078.0,740.0,0.44,,,,,,,,,,,,0,16.064175646628875,6.649893652244284,1.0,0.0,,,,1.0,0.6931471805599453,1.0,48.0,6.0,42.0,0.020833333333333332,1968.0,16.0,0
2000 Summer Olympics,2000,CMR,Cameroon,1,0,0,1,CMR,708.565731625965,14912631.0,730.0,0.426,,,,,,,,,,,,0,16.517719196983666,6.564653137306651,1.0,0.0,1.0,,0.0,1.0,0.6931471805599453,-0.08181448597168428,35.0,48.0,-13.0,0.02857142857142857,1968.0,32.0,0
2004 Summer Olympics,2004,CMR,Cameroon,1,0,0,1,CMR,1133.39326749673,16610487.0,1030.0,0.426,,,,,,,,,,,,0,16.62554486104953,7.033853220901939,1.0,1.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.5995598106274513,19.0,35.0,-16.0,0.05263157894736842,1968.0,36.0,0
2008 Summer Olympics,2008,CMR,Cameroon,1,0,0,1,CMR,1492.14269801453,18574056.0,1360.0,0.515,,,,,,,,,,,,0,16.73727638011924,7.308638371012443,1.0,1.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.3165268762449527,34.0,19.0,15.0,0.029411764705882353,1968.0,40.0,0
2012 Summer Olympics,2012,CMR,Cameroon,0,0,1,1,CMR,1449.09874362279,20809529.0,1470.0,0.515,,,,,,,,,,,,0,16.850921612819235,7.279386932146185,1.0,1.0,1.0,1.0,0.0,1.0,0.6931471805599453,-0.02884707638821349,37.0,34.0,3.0,0.02702702702702703,1968.0,44.0,0
1972 Summer Olympics,1972,COL,Colombia,0,1,2,3,COL,397.41211740514,21819563.0,410.0,0.614,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,16.898317556501368,5.987486940421455,,,,,,,,,62.0,,,,1972.0,0.0,0
1984 Summer Olympics,1984,COL,Colombia,0,1,0,1,COL,1335.52821812362,28642690.0,1310.0,0.614,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,17.170408855140007,7.197830648804364,3.0,0.0,,,,3.0,1.3862943611198906,1.0,39.0,62.0,-23.0,0.07692307692307693,1972.0,12.0,0
1988 Summer Olympics,1988,COL,Colombia,0,0,1,1,COL,1259.6174112078,31130524.0,1330.0,0.614,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,17.25369940703626,7.139356888825448,1.0,0.0,3.0,,-2.0,2.0,0.6931471805599453,-0.05683953800876829,43.0,39.0,4.0,0.023255813953488372,1972.0,16.0,0
1992 Summer Olympics,1992,COL,Colombia,0,0,1,1,COL,1730.39091795329,33760571.0,1600.0,0.614,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,17.33480417067646,7.456680363274841,1.0,0.0,1.0,3.0,0.0,1.6666666666666667,0.6931471805599453,0.3737432513687493,50.0,43.0,7.0,0.02,1972.0,20.0,0
2000 Summer Olympics,2000,COL,Colombia,1,0,0,1,COL,2555.00751039968,39089934.0,2370.0,0.672,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,17.481375574938387,7.8462017538341415,1.0,0.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.47654930680158003,44.0,50.0,-6.0,0.022727272727272728,1972.0,28.0,0
2004 Summer Olympics,2004,COL,Colombia,0,0,2,2,COL,2818.57195413044,41543171.0,2650.0,0.672,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,17.542243733631764,7.944340363095549,1.0,1.0,1.0,1.0,0.0,1.0,0.6931471805599453,0.10315603482884894,55.0,44.0,11.0,0.01818181818181818,1972.0,32.0,0
2008 Summer Olympics,2008,COL,Colombia,0,2,1,3,COL,5541.83629665898,43758808.0,4770.0,0.732,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,17.594203499071423,8.62026161563694,2.0,0.0,1.0,1.0,1.0,1.3333333333333333,1.0986122886681098,0.9661858511498234,67.0,55.0,12.0,0.029850746268656716,1972.0,36.0,0
2012 Summer Olympics,2012,COL,Colombia,1,3,5,9,COL,8108.59838244229,45715810.0,7340.0,0.732,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,17.637954769771113,9.000803624606087,3.0,0.0,2.0,1.0,1.0,2.0,1.3862943611198906,0.46316093590327445,106.0,67.0,39.0,0.02830188679245283,1972.0,40.0,0
2016 Summer Olympics,2016,COL,Colombia,3,2,3,8,COL,5959.84250367574,47437512.0,6560.0,0.758,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,17.67492388716488,8.692967109746196,9.0,1.0,3.0,2.0,6.0,4.666666666666667,2.302585092994046,-0.2649972014176081,154.0,106.0,48.0,0.05844155844155844,1972.0,44.0,0
2020 Summer Olympics,2020,COL,Colombia,0,4,1,5,COL,5339.68711357943,50629997.0,5850.0,0.756,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,17.74005480444382,8.583109596631536,8.0,3.0,9.0,3.0,-1.0,6.666666666666667,2.1972245773362196,-0.10405566753044704,68.0,154.0,-86.0,0.11764705882352941,1972.0,48.0,0
2024 Summer Olympics,2024,COL,Colombia,0,3,1,4,COL,7919.20886825345,52886363.0,7040.0,0.758,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,,0,17.78365609422411,8.977172856714953,5.0,0.0,8.0,9.0,-3.0,7.333333333333333,1.791759469228055,0.48308481373637124,88.0,68.0,20.0,0.056818181818181816,1972.0,52.0,0
2024 Summer Olympics,2024,CPV,Cabo Verde,0,0,1,1,CPV,5192.48157325878,524877.0,4950.0,0.661,,,,,,,,,,,,0,13.170921133616742,8.555159574622442,,,,,,,,,7.0,,,,2024.0,0.0,0
1988 Summer Olympics,1988,CRC,Costa Rica,0,1,0,1,CRI,1554.74048522018,2968103.0,1650.0,0.659,,,,,,,,,,,,0,14.903433923086773,7.3497069075509405,,,,,,,,,16.0,,,,1988.0,0.0,0
1996 Summer Olympics,1996,CRC,Costa Rica,1,0,0,1,CRI,3226.96395598625,3619013.0,3250.0,0.709,,,,,,,,,,,,0,15.10171217101035,8.079606863276151,1.0,0.0,,,,1.0,0.6931471805599453,1.0,11.0,16.0,-5.0,0.09090909090909091,1988.0,8.0,0
2000 Summer Olympics,2000,CRC,Costa Rica,0,0,2,2,CRI,3812.75388284924,3937739.0,3590.0,0.709,,,,,,,,,,,,0,15.186117512639457,8.246369254148812,1.0,1.0,1.0,,0.0,1.0,0.6931471805599453,0.18152973967258235,7.0,11.0,-4.0,0.14285714285714285,1988.0,12.0,0
1964 Summer Olympics,1964,CUB,Cuba,0,1,0,1,CUB,,7866020.0,,0.684,,,,,,,,,,,,0,15.8780629016881,,,,,,,,,,27.0,,,,1964.0,0.0,0
1968 Summer Olympics,1968,CUB,Cuba,0,4,0,4,CUB,,8509522.0,,0.684,,,,,,,,,,,,0,15.956696447274723,,1.0,0.0,,,,1.0,0.6931471805599453,,120.0,27.0,93.0,0.008333333333333333,1964.0,4.0,0
1972 Summer Olympics,1972,CUB,Cuba,3,1,4,8,CUB,891.631749208781,9123891.0,840.0,0.684,,,,,,,,,,,,0,16.026407025402726,6.794174120920404,4.0,0.0,1.0,,3.0,2.5,1.6094379124341003,,142.0,120.0,22.0,0.028169014084507043,1964.0,8.0,0
1976 Summer Olympics,1976,CUB,Cuba,6,4,3,13,CUB,1440.73046137146,9571242.0,1550.0,0.684,,,,,,,,,,,,0,16.074273640052276,7.273599380381123,8.0,3.0,4.0,1.0,4.0,4.333333333333333,2.1972245773362196,0.6158357557926128,166.0,142.0,24.0,0.04819277108433735,1964.0,12.0,0
1980 Summer Olympics,1980,CUB,Cuba,8,7,5,20,CUB,2030.93362280165,9804796.0,2150.0,0.684,,,,,,,,,,,,0,16.098382313675668,7.616743142220759,13.0,6.0,8.0,4.0,5.0,8.333333333333334,2.6390573296152584,0.40965550271517404,213.0,166.0,47.0,0.06103286384976526,1964.0,16.0,0
1992 Summer Olympics,1992,CUB,Cuba,14,6,11,31,CUB,2047.67900346421,10785801.0,2120.0,0.684,,,,,,,,,,,,0,16.193741197581204,7.624950475870871,20.0,8.0,13.0,8.0,7.0,13.666666666666666,3.044522437723423,0.008245163935717281,185.0,213.0,-28.0,0.10810810810810811,1964.0,28.0,0
1996 Summer Olympics,1996,CUB,Cuba,9,8,8,25,CUB,2282.18809324202,10962010.0,2700.0,0.694,,,,,,,,,,,,0,16.209946308054217,7.733328031765921,31.0,14.0,20.0,13.0,11.0,21.333333333333332,3.4657359027997265,0.11452434164782344,167.0,185.0,-18.0,0.18562874251497005,1964.0,32.0,0
2000 Summer Olympics,2000,CUB,Cuba,11,11,7,29,CUB,2751.3817714814,11109109.0,2620.0,0.694,,,,,,,,,,,,0,16.223276050396194,7.92022191453405,25.0,9.0,31.0,20.0,-6.0,25.333333333333332,3.258096538021482,0.2055893988881763,234.0,167.0,67.0,0.10683760683760683,1964.0,36.0,0
