edition,year,noc,country_name,gold,silver,bronze,total_medals,iso3,gdp_per_capita,population,gni_per_capita,hdi,eurostat_recreation_pct_gdp,wvs_country,wvs_interpersonal_trust,wvs_confidence_govt,wvs_confidence_parties,wvs_national_pride,wvs_sport_org_membership,ess_social_trust,ess_trust_parliament,ess_trust_legal,ess_news_politics,host,log_population,log_gdp_per_capita,prev_total_medals,prev_gold,prev2_total_medals,prev3_total_medals,medal_trend,rolling_mean_medals,log_prev_total,gdp_growth_rate,athletes_sent,athletes_sent_prev,athletes_sent_trend,medals_per_athlete,first_year,years_experience,upcoming_host
2008 Summer Olympics,2008,AFG,Afghanistan,0,0,1,1,AFG,381.73323802844,26482622.0,370.0,0.449,,,,,,,,,,,,0,17.09199934001861,5.9473382400541785,,,,,,,,,4.0,,,,2008.0,0.0,0
2012 Summer Olympics,2012,AFG,Afghanistan,0,0,1,1,AFG,651.417134470046,30560034.0,640.0,0.449,,,,,,,,,,,,0,17.235203667549897,6.480684134151277,1.0,0.0,,,,1.0,0.6931471805599453,0.7064721370202349,6.0,4.0,2.0,0.16666666666666666,2008.0,4.0,0
2024 Summer Olympics,2024,ALB,Albania,0,0,2,2,ALB,11377.7757431099,2377128.0,9910.0,0.789,,,,,,,,3.0142021720969088,2.919520547945205,3.510998307952623,,0,14.68140401495811,9.339505122201638,,,,,,,,,8.0,,,,2024.0,0.0,0
2004 Summer Olympics,2004,UAE,United Arab Emirates,1,0,0,1,ARE,33376.7152295209,4428967.0,33220.0,0.79,,,,,,,,,,,,0,15.303677157771986,10.415643747585033,,,,,,,,,4.0,,,,2004.0,0.0,0
2016 Summer Olympics,2016,UAE,United Arab Emirates,0,0,1,1,ARE,42721.0999383185,8935095.0,46180.0,0.86,,,,,,,,,,,,0,16.005497450782077,10.662471628285482,1.0,1.0,,,,1.0,0.6931471805599453,0.2799671760549016,13.0,4.0,9.0,0.07692307692307693,2004.0,12.0,0
1960 Summer Olympics,1960,ARG,Argentina,0,1,1,2,ARG,778.251706763404,20386045.0,,0.724,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,16.830361205158454,6.658334108909282,,,,,,,,,98.0,,,,1960.0,0.0,0
1964 Summer Olympics,1964,ARG,Argentina,0,1,0,1,ARG,1176.20086190313,21769453.0,1020.0,0.724,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,16.89601835251036,7.070894748522769,2.0,0.0,,,,2.0,1.0986122886681098,0.5113373368556025,109.0,98.0,11.0,0.01834862385321101,1960.0,4.0,0
1968 Summer Olympics,1968,ARG,Argentina,0,0,2,2,ARG,1141.95211617341,23150583.0,1210.0,0.724,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,16.957530564960184,7.041369769805643,1.0,0.0,2.0,,-1.0,1.5,0.6931471805599453,-0.029118109703052286,95.0,109.0,-14.0,0.010526315789473684,1960.0,8.0,0
1972 Summer Olympics,1972,ARG,Argentina,0,1,0,1,ARG,1409.37097316211,24644328.0,1470.0,0.724,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.02005737113299,7.2516080503004865,2.0,0.0,1.0,2.0,1.0,1.6666666666666667,1.0986122886681098,0.23417694420042667,97.0,95.0,2.0,0.020618556701030927,1960.0,12.0,0
1988 Summer Olympics,1988,ARG,Argentina,0,1,1,2,ARG,3992.70330179156,31780532.0,3860.0,0.724,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.27436449048664,8.292474225235338,1.0,0.0,2.0,1.0,-1.0,1.3333333333333333,0.6931471805599453,1.0,123.0,97.0,26.0,0.008130081300813009,1960.0,28.0,0
1992 Summer Olympics,1992,ARG,Argentina,0,0,1,1,ARG,6789.99611136495,33693527.0,6040.0,0.724,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.332816329401368,8.823352912497658,2.0,0.0,1.0,2.0,1.0,1.6666666666666667,1.0986122886681098,0.7006012213124426,106.0,123.0,-17.0,0.018867924528301886,1960.0,32.0,0
1996 Summer Olympics,1996,ARG,Argentina,0,2,1,3,ARG,7663.21271287469,35513793.0,7680.0,0.78,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.385431742354726,8.944317074076954,1.0,0.0,2.0,1.0,-1.0,1.3333333333333333,0.6931471805599453,0.12860340229770806,183.0,106.0,77.0,0.00546448087431694,1960.0,36.0,0
2000 Summer Olympics,2000,ARG,Argentina,0,2,2,4,ARG,7637.01489203628,37213984.0,7400.0,0.78,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.43219518945553,8.94089301751337,3.0,0.0,1.0,2.0,2.0,2.0,1.3862943611198906,-0.003418647220166049,143.0,183.0,-40.0,0.02097902097902098,1960.0,40.0,0
2004 Summer Olympics,2004,ARG,Argentina,2,0,4,6,ARG,4242.02099089422,38815916.0,3340.0,0.78,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.47434095243014,8.353030792372321,4.0,0.0,3.0,1.0,1.0,2.6666666666666665,1.6094379124341003,-0.4445446223605364,159.0,143.0,16.0,0.025157232704402517,1960.0,44.0,0
2008 Summer Olympics,2008,ARG,Argentina,2,0,4,6,ARG,8944.1102657357,40424148.0,7600.0,0.834,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.51493791187624,9.098862322947411,6.0,2.0,4.0,3.0,2.0,4.333333333333333,1.9459101490553132,1.0,139.0,159.0,-20.0,0.04316546762589928,1960.0,48.0,0
2012 Summer Olympics,2012,ARG,Argentina,1,1,2,4,ARG,12949.717486654,42161721.0,11770.0,0.834,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.557023305765547,9.468906469967745,6.0,2.0,6.0,4.0,0.0,5.333333333333333,1.9459101490553132,0.44784859554600076,142.0,139.0,3.0,0.04225352112676056,1960.0,52.0,0
2016 Summer Olympics,2016,ARG,Argentina,3,1,0,4,ARG,12699.9623137756,43900313.0,12130.0,0.85,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.59743203063941,9.44943304231431,4.0,1.0,6.0,6.0,-2.0,5.333333333333333,1.6094379124341003,-0.01928653448508033,223.0,142.0,81.0,0.017937219730941704,1960.0,56.0,0
2020 Summer Olympics,2020,ARG,Argentina,0,1,2,3,ARG,8535.59938004389,45191965.0,9040.0,0.841,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.626429885641404,9.052118008422225,4.0,3.0,4.0,6.0,0.0,4.666666666666667,1.6094379124341003,-0.32790356623457395,189.0,223.0,-34.0,0.021164021164021163,1960.0,60.0,0
2024 Summer Olympics,2024,ARG,Argentina,1,1,1,3,ARG,13969.7836603737,45696159.0,13530.0,0.849,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,,0,17.637524826075822,9.544723546624267,3.0,0.0,4.0,4.0,-1.0,3.6666666666666665,1.3862943611198906,0.6366494066058037,143.0,189.0,-46.0,0.02097902097902098,1960.0,64.0,0
1996 Summer Olympics,1996,ARM,Armenia,1,1,0,2,ARM,487.068624404558,3278735.0,500.0,0.656,,ARM,1.9189189189189189,2.89957805907173,3.4419983065198982,2.5963756177924218,2.495704467353952,,,,,0,15.002968540234166,6.1904560197463825,,,,,,,,,32.0,,,,1996.0,0.0,0
2000 Summer Olympics,2000,ARM,Armenia,0,0,1,1,ARM,593.450581742282,3221100.0,630.0,0.656,,ARM,1.9189189189189189,2.89957805907173,3.4419983065198982,2.5963756177924218,2.495704467353952,,,,,0,14.985233784543238,6.387637586926805,2.0,1.0,,,,2.0,1.0986122886681098,0.21841266714269691,25.0,32.0,-7.0,0.08,1996.0,4.0,0
2008 Summer Olympics,2008,ARM,Armenia,0,1,4,5,ARM,3777.66859313767,3087100.0,3390.0,0.739,,ARM,1.9189189189189189,2.89957805907173,3.4419983065198982,2.5963756177924218,2.495704467353952,,,,,0,14.942743020798124,8.237127002530524,1.0,0.0,2.0,,-1.0,1.5,0.6931471805599453,1.0,26.0,25.0,1.0,0.038461538461538464,1996.0,12.0,0
2012 Summer Olympics,2012,ARM,Armenia,0,1,1,2,ARM,3511.56399687426,3024100.0,3700.0,0.739,,ARM,1.9189189189189189,2.89957805907173,3.4419983065198982,2.5963756177924218,2.495704467353952,,,,,0,14.92212441519471,8.164101533226702,5.0,0.0,1.0,2.0,4.0,2.6666666666666665,1.791759469228055,-0.07044148783903459,24.0,26.0,-2.0,0.20833333333333334,1996.0,16.0,0
2016 Summer Olympics,2016,ARM,Armenia,1,3,0,4,ARM,3524.42476874707,2992300.0,3690.0,0.769,,ARM,1.9189189189189189,2.89957805907173,3.4419983065198982,2.5963756177924218,2.495704467353952,,,,,0,14.911553214620781,8.167756209758831,2.0,0.0,5.0,1.0,-3.0,2.6666666666666665,1.0986122886681098,0.0036624056643301817,32.0,24.0,8.0,0.0625,1996.0,20.0,0
2020 Summer Olympics,2020,ARM,Armenia,0,2,2,4,ARM,4268.68093304583,2961500.0,4230.0,0.769,,ARM,1.9189189189189189,2.89957805907173,3.4419983065198982,2.5963756177924218,2.495704467353952,,,,,0,14.901206792365823,8.359294380490686,4.0,1.0,2.0,5.0,2.0,3.6666666666666665,1.6094379124341003,0.21117096069079722,17.0,32.0,-15.0,0.23529411764705882,1996.0,24.0,0
2024 Summer Olympics,2024,ARM,Armenia,0,3,1,4,ARM,8556.21406956719,3033500.0,7810.0,0.786,,ARM,1.9189189189189189,2.89957805907173,3.4419983065198982,2.5963756177924218,2.495704467353952,,,,,0,14.925227956016652,9.05452995699975,4.0,0.0,4.0,2.0,0.0,3.3333333333333335,1.6094379124341003,1.0,15.0,17.0,-2.0,0.26666666666666666,1996.0,28.0,0
1960 Summer Olympics,1960,AUS,Australia,8,8,6,22,AUS,1813.43109917039,10276477.0,,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.145368152284213,7.503527253581862,,,,,,,,,189.0,,,,1960.0,0.0,0
1964 Summer Olympics,1964,AUS,Australia,6,2,10,18,AUS,2134.48946124608,11167000.0,2110.0,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.22847364797749,7.6664511552405825,22.0,8.0,,,,22.0,3.1354942159291497,0.17704469842971582,246.0,189.0,57.0,0.08943089430894309,1960.0,4.0,0
1968 Summer Olympics,1968,AUS,Australia,5,7,5,17,AUS,2728.23426114901,12009000.0,2730.0,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.301167009913698,7.9117763584126015,18.0,6.0,22.0,,-4.0,20.0,2.9444389791664403,0.27816712646419517,130.0,246.0,-116.0,0.13846153846153847,1960.0,8.0,0
1972 Summer Olympics,1972,AUS,Australia,8,7,2,17,AUS,3955.22430403017,13177000.0,3890.0,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.393983519417194,8.283045390839526,17.0,5.0,18.0,22.0,-1.0,19.0,2.8903717578961645,0.4497377884127909,172.0,130.0,42.0,0.09883720930232558,1960.0,12.0,0
1976 Summer Olympics,1976,AUS,Australia,0,1,4,5,AUS,7497.28175413577,14033000.0,7880.0,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.45692232799387,8.92242917382855,17.0,8.0,17.0,18.0,0.0,17.333333333333332,2.8903717578961645,0.8955389575494936,182.0,172.0,10.0,0.09340659340659341,1960.0,16.0,0
1980 Summer Olympics,1980,AUS,Australia,2,2,5,9,AUS,10223.2886675105,14692000.0,10850.0,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.502813753985944,9.232521410521406,5.0,0.0,17.0,17.0,-12.0,13.0,1.791759469228055,0.3635993687806873,120.0,182.0,-62.0,0.041666666666666664,1960.0,20.0,0
1984 Summer Olympics,1984,AUS,Australia,4,8,12,24,AUS,12436.2969052038,15579391.0,12020.0,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.56145957325516,9.42845505210368,9.0,2.0,5.0,17.0,4.0,10.333333333333334,2.302585092994046,0.21646735308631326,253.0,120.0,133.0,0.03557312252964427,1960.0,24.0,0
1988 Summer Olympics,1988,AUS,Australia,3,6,5,14,AUS,14303.093047615,16532164.0,14160.0,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.620818435207553,9.56830100239878,24.0,4.0,9.0,5.0,15.0,12.666666666666666,3.2188758248682006,0.15010868240288344,284.0,253.0,31.0,0.08450704225352113,1960.0,28.0,0
1992 Summer Olympics,1992,AUS,Australia,7,9,11,27,AUS,18650.3675476612,17478635.0,18600.0,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.676489893110393,9.833674749336016,14.0,3.0,24.0,9.0,-10.0,15.666666666666666,2.70805020110221,0.3039394685872574,295.0,284.0,11.0,0.04745762711864407,1960.0,32.0,0
1996 Summer Olympics,1996,AUS,Australia,9,9,23,41,AUS,22055.838490507,18224767.0,20620.0,0.896,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.71829210601117,10.001377968416781,27.0,7.0,14.0,24.0,13.0,21.666666666666668,3.332204510175204,0.1825953796429527,425.0,295.0,130.0,0.06352941176470588,1960.0,36.0,1
2000 Summer Olympics,2000,AUS,Australia,16,25,17,58,AUS,21908.9968019784,19028802.0,21340.0,0.896,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,1,16.76146433661087,9.994698286627766,41.0,9.0,27.0,14.0,14.0,27.333333333333332,3.7376696182833684,-0.006657724148270483,632.0,425.0,207.0,0.06487341772151899,1960.0,40.0,0
2004 Summer Olympics,2004,AUS,Australia,17,16,17,50,AUS,30886.0500949401,19932722.0,25890.0,0.896,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.80787331105489,10.338092284264116,58.0,16.0,41.0,27.0,17.0,42.0,4.07753744390572,0.409742781657217,487.0,632.0,-145.0,0.11909650924024641,1960.0,44.0,0
2008 Summer Olympics,2008,AUS,Australia,14,15,17,46,AUS,49811.2067218988,21249199.0,42510.0,0.924,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.87182980556721,10.816015347874561,50.0,17.0,58.0,41.0,-8.0,49.666666666666664,3.9318256327243257,0.6127412397760474,439.0,487.0,-48.0,0.11389521640091116,1960.0,48.0,0
2012 Summer Olympics,2012,AUS,Australia,8,15,12,35,AUS,68301.4402512587,22733465.0,60500.0,0.924,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,16.93934866990568,11.131700773343166,46.0,14.0,50.0,58.0,-4.0,51.333333333333336,3.8501476017100584,0.37120629565536944,410.0,439.0,-29.0,0.11219512195121951,1960.0,52.0,0
2016 Summer Olympics,2016,AUS,Australia,8,11,10,29,AUS,50084.4440606385,24190907.0,54330.0,0.933,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,17.001487418053717,10.821485707146891,35.0,8.0,46.0,50.0,-11.0,43.666666666666664,3.58351893845611,-0.26671467136865357,429.0,410.0,19.0,0.08158508158508158,1960.0,56.0,0
2020 Summer Olympics,2020,AUS,Australia,17,7,22,46,AUS,51983.4523666382,25649248.0,53770.0,0.948,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,17.060024850399984,10.858699959906996,29.0,8.0,35.0,46.0,-6.0,36.666666666666664,3.4011973816621555,0.03791613027990337,487.0,429.0,58.0,0.059548254620123205,1960.0,60.0,0
2024 Summer Olympics,2024,AUS,Australia,18,19,16,53,AUS,64603.9856308464,27196812.0,62680.0,0.946,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,,0,17.118610355283742,11.076046863740793,46.0,17.0,29.0,35.0,17.0,36.666666666666664,3.8501476017100584,0.24277982107067153,475.0,487.0,-12.0,0.0968421052631579,1960.0,64.0,0
1960 Summer Olympics,1960,AUT,Austria,1,1,0,2,AUT,939.914814681174,7047539.0,,0.823,,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,,0,15.768189177725848,6.8468526091126725,,,,,,,,,114.0,,,,1960.0,0.0,0
1968 Summer Olympics,1968,AUT,Austria,0,2,2,4,AUT,1685.66211669148,7415403.0,1710.0,0.823,,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,,0,15.819070016223705,7.430506775996016,2.0,1.0,,,,2.0,1.0986122886681098,0.7934200954830879,43.0,114.0,-71.0,0.046511627906976744,1960.0,8.0,0
1972 Summer Olympics,1972,AUT,Austria,0,1,2,3,AUT,2912.59577111524,7544201.0,2750.0,0.823,,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,,0,15.836289879182976,7.97714325754287,4.0,0.0,2.0,,2.0,3.0,1.6094379124341003,0.727864524138393,115.0,43.0,72.0,0.034782608695652174,1960.0,12.0,0
1976 Summer Olympics,1976,AUT,Austria,0,0,1,1,AUT,5656.1451383787,7565525.0,5950.0,0.823,,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,,0,15.839112433521086,8.640674651435937,3.0,0.0,4.0,2.0,-1.0,3.0,1.3862943611198906,0.941960224783595,68.0,115.0,-47.0,0.04411764705882353,1960.0,16.0,0
1980 Summer Olympics,1980,AUT,Austria,1,2,1,4,AUT,10826.9718274995,7549433.0,11420.0,0.823,,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,,0,15.836983151527633,9.289888048911404,1.0,0.0,3.0,4.0,-2.0,2.6666666666666665,0.6931471805599453,0.9141962525033411,85.0,68.0,17.0,0.011764705882352941,1960.0,20.0,0
1984 Summer Olympics,1984,AUT,Austria,1,1,1,3,AUT,8955.84829191534,7561434.0,9240.0,0.823,,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,,0,15.838571544957977,9.100173690954882,4.0,1.0,1.0,3.0,3.0,2.6666666666666665,1.6094379124341003,-0.17282057858797417,105.0,85.0,20.0,0.0380952380952381,1960.0,24.0,0
1988 Summer Olympics,1988,AUT,Austria,1,0,0,1,AUT,17509.7658683817,7585317.0,18000.0,0.823,,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,,0,15.841725094737628,9.77057116323724,3.0,1.0,4.0,1.0,-1.0,2.6666666666666665,1.3862943611198906,0.9551208660142432,83.0,105.0,-22.0,0.03614457831325301,1960.0,28.0,0
1992 Summer Olympics,1992,AUT,Austria,0,2,0,2,AUT,24782.7118767063,7840709.0,24430.0,0.823,,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,,0,15.87483994945066,10.117941937214086,1.0,1.0,3.0,4.0,-2.0,2.6666666666666665,0.6931471805599453,0.41536512041304574,106.0,83.0,23.0,0.009433962264150943,1960.0,32.0,0
1996 Summer Olympics,1996,AUT,Austria,0,1,2,3,AUT,29645.9451251491,7959017.0,29930.0,0.87,1.4,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,,0,15.88981618337608,10.29711436792552,2.0,0.0,1.0,3.0,1.0,2.0,1.0986122886681098,0.19623491055528253,73.0,106.0,-33.0,0.0273972602739726,1960.0,36.0,0
2000 Summer Olympics,2000,AUT,Austria,2,1,0,3,AUT,24487.2974685956,8011566.0,26660.0,0.87,1.4,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,,0,15.89639693037332,10.105950628076606,3.0,0.0,2.0,1.0,1.0,2.0,1.3862943611198906,-0.1740085409581813,92.0,73.0,19.0,0.03260869565217391,1960.0,40.0,0
2004 Summer Olympics,2004,AUT,Austria,2,4,1,7,AUT,36614.2506533707,8171966.0,33610.0,0.87,1.4,,,,,,,5.112802148612355,4.759522716842588,5.8244729605866175,,0,15.916220196732349,10.508220117118897,3.0,2.0,3.0,2.0,0.0,2.6666666666666665,1.3862943611198906,0.49523444554580354,74.0,92.0,-18.0,0.04054054054054054,1960.0,44.0,0
2008 Summer Olympics,2008,AUT,Austria,0,1,2,3,AUT,51581.3982361071,8321496.0,48890.0,0.903,1.4,,,,,,,5.077051926298157,4.8875765529308834,5.993960310612597,,0,15.934352724496927,10.85093577381989,7.0,2.0,3.0,3.0,4.0,4.333333333333333,2.0794415416798357,0.40877929537412316,70.0,74.0,-4.0,0.1,1960.0,48.0,0
2016 Summer Olympics,2016,AUT,Austria,0,0,1,1,AUT,45061.4993920192,8736668.0,45980.0,0.91,1.2,,,,,,,5.367529880478088,4.954109934442764,6.277555110220441,31.711926605504587,0,15.98303955370508,10.71580568053536,3.0,0.0,7.0,3.0,-4.0,4.333333333333333,1.3862943611198906,-0.12640019594358265,71.0,70.0,1.0,0.04225352112676056,1960.0,56.0,0
2020 Summer Olympics,2020,AUT,Austria,1,1,5,7,AUT,48716.4098900349,8916864.0,49000.0,0.916,1.2,,,,,,,4.759,4.858580775037745,6.2870789341377575,37.48740740740741,0,16.003454985381463,10.793791737793944,1.0,0.0,3.0,7.0,-2.0,3.6666666666666665,0.6931471805599453,0.08110938489239472,75.0,71.0,4.0,0.013333333333333334,1960.0,60.0,0
2024 Summer Olympics,2024,AUT,Austria,2,0,3,5,AUT,58268.8787651601,9177982.0,54760.0,0.926,1.3,,,,,,,5.881053525913339,5.086340206185567,6.686190679777683,30.62047569803516,0,16.032318021679806,10.97284057956451,7.0,1.0,1.0,3.0,6.0,3.6666666666666665,2.0794415416798357,0.19608318627516907,84.0,75.0,9.0,0.08333333333333333,1960.0,64.0,0
1996 Summer Olympics,1996,AZE,Azerbaijan,0,1,0,1,AZE,409.185543774103,7763000.0,240.0,0.635,,,,,,,,,,,,0,15.864879544203989,6.0166096031208856,,,,,,,,,23.0,,,,1996.0,0.0,0
2000 Summer Olympics,2000,AZE,Azerbaijan,2,0,1,3,AZE,655.097249579917,8048600.0,630.0,0.635,,,,,,,,,,,,0,15.901008845471843,6.486309024267539,1.0,0.0,,,,1.0,0.6931471805599453,0.6009784791946933,31.0,23.0,8.0,0.03225806451612903,1996.0,4.0,0
2004 Summer Olympics,2004,AZE,Azerbaijan,1,0,4,5,AZE,1045.0136328106,8306500.0,960.0,0.635,,,,,,,,,,,,0,15.932549019196312,6.9527416778196685,3.0,2.0,1.0,,2.0,2.0,1.3862943611198906,0.5952038166557987,37.0,31.0,6.0,0.08108108108108109,1996.0,8.0,0
2008 Summer Olympics,2008,AZE,Azerbaijan,1,1,4,6,AZE,5574.46810432575,8763400.0,3900.0,0.733,,,,,,,,,,,,0,15.986094629575279,8.626131557704944,5.0,1.0,3.0,1.0,2.0,3.0,1.791759469228055,1.0,46.0,37.0,9.0,0.10869565217391304,1996.0,12.0,0
2012 Summer Olympics,2012,AZE,Azerbaijan,2,2,5,9,AZE,7495.86527658099,9295784.0,6440.0,0.733,,,,,,,,,,,,0,16.045071629579173,8.922240249030935,6.0,1.0,5.0,3.0,1.0,4.666666666666667,1.9459101490553132,0.3446781174986451,52.0,46.0,6.0,0.11538461538461539,1996.0,16.0,0
2016 Summer Olympics,2016,AZE,Azerbaijan,1,7,10,18,AZE,3880.6852276838,9757812.0,4790.0,0.751,,,,,,,,,,,,0,16.093578855411227,8.264024675352202,9.0,2.0,6.0,5.0,3.0,6.666666666666667,2.302585092994046,-0.48228989122736,56.0,52.0,4.0,0.16071428571428573,1996.0,20.0,0
2020 Summer Olympics,2020,AZE,Azerbaijan,0,3,4,7,AZE,4229.91064904503,10093121.0,4480.0,0.722,,,,,,,,,,,,0,16.127364759733396,8.350172532332346,18.0,1.0,9.0,6.0,9.0,11.0,2.9444389791664403,0.08999065909029347,44.0,56.0,-12.0,0.4090909090909091,1996.0,24.0,0
2024 Summer Olympics,2024,AZE,Azerbaijan,2,2,3,7,AZE,7283.8499076179,10202830.0,7330.0,0.76,,,,,,,,,,,,0,16.138175788764503,8.893552115481976,7.0,0.0,18.0,9.0,-11.0,11.333333333333334,2.0794415416798357,0.7219867065660937,48.0,44.0,4.0,0.14583333333333334,1996.0,28.0,0
1996 Summer Olympics,1996,BDI,Burundi,1,0,0,1,BDI,143.156741187159,6070506.0,140.0,0.298,,,,,,,,,,,,0,15.618952685083038,4.970901188077042,,,,,,,,,7.0,,,,1996.0,0.0,0
2016 Summer Olympics,2016,BDI,Burundi,0,1,0,1,BDI,232.937812100153,11239451.0,240.0,0.42,,,,,,,,,,,,0,16.234940646792882,5.45505531978143,1.0,1.0,,,,1.0,0.6931471805599453,0.6271522400444753,9.0,7.0,2.0,0.1111111111111111,1996.0,20.0,0
1960 Summer Olympics,1960,BEL,Belgium,0,2,2,4,BEL,1290.28607216192,9153489.0,,0.814,,,,,,,,4.81121099947118,4.993802816901408,4.38751345532831,,0,16.029645785294324,7.163393955890248,,,,,,,,,107.0,,,,1960.0,0.0,0
1964 Summer Olympics,1964,BEL,Belgium,2,0,1,3,BEL,1724.01894179056,9378113.0,1700.0,0.814,,,,,,,,4.81121099947118,4.993802816901408,4.38751345532831,,0,16.053889234667828,7.452993310153323,4.0,0.0,,,,4.0,1.6094379124341003,0.3361524850856563,62.0,107.0,-45.0,0.06451612903225806,1960.0,4.0,0
1968 Summer Olympics,1968,BEL,Belgium,0,1,1,2,BEL,2251.31575906782,9618756.0,2310.0,0.814,,,,,,,,4.81121099947118,4.993802816901408,4.38751345532831,,0,16.079225604314352,7.719714192160633,3.0,2.0,4.0,,-1.0,3.5,1.3862943611198906,0.3058532621048884,86.0,62.0,24.0,0.03488372093023256,1960.0,8.0,0
1972 Summer Olympics,1972,BEL,Belgium,0,2,0,2,BEL,3831.63189999433,9711115.0,3640.0,0.814,,,,,,,,4.81121099947118,4.993802816901408,4.38751345532831,,0,16.08878176672191,8.251307026329696,2.0,0.0,3.0,4.0,-1.0,3.0,1.0986122886681098,0.7019522404004561,90.0,86.0,4.0,0.022222222222222223,1960.0,12.0,0
1976 Summer Olympics,1976,BEL,Belgium,0,3,3,6,BEL,7243.04734119583,9818227.0,7580.0,0.814,,,,,,,,4.81121099947118,4.993802816901408,4.38751345532831,,0,16.099751215982764,8.887935354210528,2.0,0.0,2.0,3.0,0.0,2.3333333333333335,1.0986122886681098,0.8903296376686258,104.0,90.0,14.0,0.019230769230769232,1960.0,16.0,0
1980 Summer Olympics,1980,BEL,Belgium,1,0,0,1,BEL,12864.0025661396,9859242.0,13980.0,0.814,,,,,,,,4.81121099947118,4.993802816901408,4.38751345532831,,0,16.10391994878361,9.462265924182564,6.0,0.0,2.0,2.0,4.0,3.3333333333333335,1.9459101490553132,0.7760483896016821,61.0,104.0,-43.0,0.09836065573770492,1960.0,20.0,0
