edition,year,noc,country_name,gold,silver,bronze,total_medals,iso3,gdp_per_capita,population,gni_per_capita,hdi,eurostat_recreation_pct_gdp,wvs_country,wvs_interpersonal_trust,wvs_confidence_govt,wvs_confidence_parties,wvs_national_pride,wvs_sport_org_membership,ess_social_trust,ess_trust_parliament,ess_trust_legal,ess_news_politics
1980 Summer Olympics,1980,LBN,Lebanon,0,0,1,1,,836.735431868119,1759188322.0,375.184681297471,,,,,,,,,,,,
1980 Summer Olympics,1980,LBN,Lebanon,0,0,1,1,,836.735431868119,1759188322.0,840.338345123136,,,,,,,,,,,,
1984 Summer Olympics,1984,USA,United States,83,61,30,174,USA,17121.2254849995,235825000.0,16210.0,0.875,,USA,1.6026285272516427,2.9236138037999226,3.144690781796966,2.7394502516453736,1.4597432905484247,,,,
1984 Summer Olympics,1984,FRG,West Germany,17,19,23,59,DEU,9347.29068412377,77858685.0,9900.0,0.828,,DEU,1.540485829959514,2.6233153638814017,2.908344733242134,3.1304062909567496,1.4193121693121693,4.612770339855818,4.34869109947644,5.574497574497575,
1984 Summer Olympics,1984,ROU,Romania,20,16,17,53,ROU,,22640547.0,,0.709,,ROU,1.881260096930533,3.164154103852596,3.438902743142145,3.203225806451613,2.371152154793316,3.7937999060591827,3.8159806295399514,3.7754607177497577,
1984 Summer Olympics,1984,CAN,Canada,10,18,16,44,CAN,13930.4745502555,25607053.0,13150.0,0.861,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,
1984 Summer Olympics,1984,GBR,Great Britain,5,11,21,37,GBR,8179.19444064991,56422072.0,9320.0,0.804,,GBR,1.5329178028827426,3.0423465423465426,3.125098347757671,3.0455246913580245,1.2993827160493827,5.047340165934602,4.642821904292057,5.037893700787402,
1984 Summer Olympics,1984,CHN,People's Republic of China,15,8,9,32,CHN,251.192686463827,1036825000.0,250.0,0.482,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575215,3.1665018133860863,2.4069034185197475,,,,
1984 Summer Olympics,1984,ITA,Italy,14,6,12,32,ITA,7757.55374836822,56576718.0,7780.0,0.78,,,,,,,,4.543189368770764,4.832034632034632,5.561807331628303,
1984 Summer Olympics,1984,JPN,Japan,10,8,14,32,JPN,11207.4523524293,120083000.0,10640.0,0.846,,JPN,1.6440281030444965,2.64119066773934,2.823283082077052,2.5781954887218044,1.5846407927332782,,,,
1984 Summer Olympics,1984,FRA,France,5,7,16,28,FRA,9311.89426452129,56383085.0,9710.0,0.79,,,,,,,,4.4672897196261685,4.468474576271187,4.833667334669339,
1984 Summer Olympics,1984,AUS,Australia,4,8,12,24,AUS,12436.2969052038,15579391.0,12020.0,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,
1984 Summer Olympics,1984,KOR,Republic of Korea,6,6,7,19,KOR,2468.68667303898,40405956.0,2400.0,0.731,,KOR,1.6706827309236947,2.52289156626506,2.9036144578313254,2.7132530120481926,2.1775100401606426,,,,
1984 Summer Olympics,1984,SWE,Sweden,2,11,6,19,SWE,13080.0302290066,8336605.0,13020.0,0.808,,,,,,,,6.09442491210447,5.920408163265306,6.064881565396498,
1984 Summer Olympics,1984,YUG,Yugoslavia,7,4,7,18,SRB,,7813549.0,,0.689,,SRB,1.8338192419825072,3.05424769703173,3.392378990731205,2.956813819577735,2.0981404958677685,3.745704467353952,3.933502538071066,3.8753154972236246,30.715510522213563
1984 Summer Olympics,1984,NED,Netherlands,5,2,6,13,NLD,9991.84377655651,14424211.0,10510.0,0.847,,NLD,1.3879443585780527,2.870741482965932,3.0476431829700963,3.092085614733698,1.5601249349297241,5.708421498095641,5.1921754084264835,5.350794332331473,
1984 Summer Olympics,1984,FIN,Finland,4,2,6,12,FIN,10830.2185222663,4881803.0,10780.0,0.811,,,,,,,,6.45995995995996,5.789180990899899,6.75050505050505,
1984 Summer Olympics,1984,NZL,New Zealand,8,1,2,11,NZL,6713.76013104154,3227100.0,7010.0,0.812,,NZL,1.4049751243781095,2.4485219164118246,2.90216271884655,3.22820763956905,1.2267839687194526,,,,
1984 Summer Olympics,1984,BRA,Brazil,1,5,2,8,BRA,1419.73154606978,132658864.0,1680.0,0.62,,BRA,1.9335260115606936,3.2901162790697676,3.5303995367689636,2.2536106296938185,1.7263411693791442,,,,
1984 Summer Olympics,1984,SUI,Switzerland,0,4,4,8,CHE,16991.2458841517,6441865.0,18470.0,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,
1984 Summer Olympics,1984,MEX,Mexico,2,3,1,6,MEX,2506.30742754755,73506846.0,2220.0,0.666,,MEX,1.8970080552359034,3.3216340621403915,3.4931034482758623,2.577918343875791,2.45066358915176,,,,
1984 Summer Olympics,1984,DEN,Denmark,0,3,3,6,DNK,11516.6821578436,5111619.0,11520.0,0.839,,,,,,,,6.992656875834446,6.183535762483131,7.130670277589709,
1984 Summer Olympics,1984,ESP,Spain,1,2,2,5,ESP,4486.78173863382,38330364.0,4580.0,0.762,,,,,,,,4.863849765258216,4.852624920936116,4.297280593325093,
1984 Summer Olympics,1984,BEL,Belgium,1,1,2,4,BEL,8457.26880316374,9855372.0,8860.0,0.814,,,,,,,,4.81121099947118,4.993802816901408,4.38751345532831,
1984 Summer Olympics,1984,AUT,Austria,1,1,1,3,AUT,8955.84829191534,7561434.0,9240.0,0.823,,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,
1984 Summer Olympics,1984,KEN,Kenya,1,0,2,3,KEN,334.40283575753,18514906.0,320.0,0.48,,KEN,1.904153354632588,2.5691318327974275,3.0707892595606183,2.9085850556438793,2.2716568544995797,,,,
1984 Summer Olympics,1984,POR,Portugal,1,0,2,3,PRT,2522.74747620658,9996232.0,2520.0,0.703,,,,,,,,4.00066401062417,4.319315751960086,4.261055634807418,
1984 Summer Olympics,1984,JAM,Jamaica,0,1,2,3,JAM,1048.13405395534,2264562.0,1150.0,0.664,,,,,,,,,,,
1984 Summer Olympics,1984,NOR,Norway,0,1,2,3,NOR,14989.4857665906,4140099.0,15140.0,0.845,,,,,,,,6.600687622789784,5.694581280788177,6.33037037037037,
1984 Summer Olympics,1984,TUR,Türkiye,0,0,3,3,TUR,1209.05149383313,49574069.0,1270.0,0.598,,TUR,1.8573839662447258,2.1363636363636362,2.5038200339558574,2.819409282700422,2.40337224383917,3.006521739130435,6.3789592760181,6.42743312464428,
1984 Summer Olympics,1984,VEN,Venezuela,0,0,3,3,VEN,3519.80146489308,17008841.0,3620.0,0.657,,,,,,,,,,,
1984 Summer Olympics,1984,MAR,Morocco,2,0,0,2,MAR,681.909729003906,21593778.0,740.0,0.448,,MAR,1.835,3.0175,3.0966666666666667,3.006666666666667,2.315,,,,
1984 Summer Olympics,1984,GRE,Greece,0,1,1,2,GRC,4785.07463033775,9895801.0,5040.0,0.762,,GRC,1.9158249158249159,3.346316680779001,3.4352243861134633,2.578333333333333,2.240101095197978,3.640124902419984,4.794975688816856,6.288095238095238,
1984 Summer Olympics,1984,NGR,Nigeria,0,1,1,2,NGA,890.434106332302,82526443.0,,0.488,,NGA,1.8731707317073172,2.691808596918086,2.8943948009748173,2.8868229587712206,2.5909863945578233,,,,
1984 Summer Olympics,1984,PUR,Puerto Rico,0,1,1,2,PRI,5730.11700890201,3344190.0,3970.0,,,PRI,1.82168458781362,3.306379155435759,3.4995491433724077,3.29919857524488,2.1575157515751577,,,,
1984 Summer Olympics,1984,ALG,Algeria,0,0,2,2,DZA,2524.38071403143,21271969.0,2320.0,0.593,,,,,,,,,,,
1984 Summer Olympics,1984,PAK,Pakistan,1,0,0,1,PAK,327.345625152291,95164936.0,320.0,0.394,,PAK,1.765032844871147,2.2907511497189574,2.7645833333333334,3.15489404641776,2.580681818181818,,,,
1984 Summer Olympics,1984,COL,Colombia,0,1,0,1,COL,1335.52821812362,28642690.0,1310.0,0.614,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,
1984 Summer Olympics,1984,CIV,Côte d'Ivoire,0,1,0,1,CIV,708.940252199945,9650516.0,650.0,0.425,,,,,,,,,,,
1984 Summer Olympics,1984,EGY,Egypt,0,1,0,1,EGY,689.807675510205,49247334.0,620.0,,,EGY,1.926482873851295,,3.7012542759407068,3.4583333333333335,2.8274678111587983,,,,
1984 Summer Olympics,1984,IRL,Ireland,0,1,0,1,IRL,5692.02738597285,3532423.0,5610.0,0.743,,,,,,,,5.46259842519685,4.43355229914098,5.12656328164082,
1984 Summer Olympics,1984,PER,Peru,0,1,0,1,PER,917.896274683145,19174716.0,890.0,0.62,,PER,1.9469534050179211,3.447501810282404,3.6529581529581527,2.1216022889842634,2.3350553505535054,,,,
1984 Summer Olympics,1984,SYR,Syrian Arab Republic,0,1,0,1,SYR,1706.21944810524,10258398.0,1510.0,0.563,,,,,,,,,,,
1984 Summer Olympics,1984,THA,Thailand,0,1,0,1,THA,846.934168430884,49351708.0,820.0,0.581,,THA,1.6863157894736842,2.4024745269286756,2.6543026706231454,3.0062154696132595,2.4732262382864794,,,,
1984 Summer Olympics,1984,CMR,Cameroon,0,0,1,1,CMR,771.702146026357,9475078.0,740.0,0.44,,,,,,,,,,,
1984 Summer Olympics,1984,DOM,Dominican Republic,0,0,1,1,DOM,1843.52460788928,6289040.0,1480.0,0.579,,,,,,,,,,,
1984 Summer Olympics,1984,ISL,Iceland,0,0,1,1,ISL,12377.5860216394,239511.0,12130.0,0.834,,,,,,,,6.368421052631579,5.923623445825933,6.008928571428571,
1984 Summer Olympics,1984,ZAM,Zambia,0,0,1,1,ZMB,413.269974271735,6580490.0,430.0,0.417,,,,,,,,,,,
1988 Summer Olympics,1988,URS,Soviet Union,55,31,46,132,RUS,3778.01977539063,146857000.0,,0.741,,RUS,1.7609065155807366,2.4773638968481375,2.866230677764566,2.746906636670416,2.433158201984822,3.833264033264033,3.2853992059991177,3.7381801962533454,
1988 Summer Olympics,1988,GDR,East Germany,37,35,30,102,DEU,17996.9783507619,78144619.0,18670.0,0.828,,DEU,1.540485829959514,2.6233153638814017,2.908344733242134,3.1304062909567496,1.4193121693121693,4.612770339855818,4.34869109947644,5.574497574497575,
1988 Summer Olympics,1988,USA,United States,36,31,27,94,USA,21417.0119305191,244499000.0,23490.0,0.875,,USA,1.6026285272516427,2.9236138037999226,3.144690781796966,2.7394502516453736,1.4597432905484247,,,,
1988 Summer Olympics,1988,FRG,West Germany,11,14,15,40,DEU,17996.9783507619,78144619.0,18670.0,0.828,,DEU,1.540485829959514,2.6233153638814017,2.908344733242134,3.1304062909567496,1.4193121693121693,4.612770339855818,4.34869109947644,5.574497574497575,
1988 Summer Olympics,1988,BUL,Bulgaria,10,12,13,35,BGR,2511.39306259489,8981446.0,3110.0,0.698,,,,,,,,3.3435003631082063,2.178358208955224,2.4485981308411215,
1988 Summer Olympics,1988,KOR,Republic of Korea,12,10,11,33,KOR,4888.68509195605,42031247.0,4660.0,0.731,,KOR,1.6706827309236947,2.52289156626506,2.9036144578313254,2.7132530120481926,2.1775100401606426,,,,
1988 Summer Olympics,1988,CHN,People's Republic of China,5,11,12,28,CHN,284.023573149686,1101630000.0,330.0,0.482,,CHN,1.3456297773346626,1.5609514370664024,1.7213386348575215,3.1665018133860863,2.4069034185197475,,,,
1988 Summer Olympics,1988,ROU,Romania,7,11,6,24,ROU,1753.19285632198,23057662.0,,0.709,,ROU,1.881260096930533,3.164154103852596,3.438902743142145,3.203225806451613,2.371152154793316,3.7937999060591827,3.8159806295399514,3.7754607177497577,
1988 Summer Olympics,1988,GBR,Great Britain,5,10,9,24,GBR,15987.1680775688,56928327.0,16120.0,0.804,,GBR,1.5329178028827426,3.0423465423465426,3.125098347757671,3.0455246913580245,1.2993827160493827,5.047340165934602,4.642821904292057,5.037893700787402,
1988 Summer Olympics,1988,HUN,Hungary,11,6,6,23,HUN,2812.23754602897,10596487.0,2840.0,0.721,,,,,,,,4.079355608591886,5.001229256299939,5.106741573033708,
1988 Summer Olympics,1988,FRA,France,6,4,6,16,FRA,17549.6440487161,57598186.0,18400.0,0.79,,,,,,,,4.4672897196261685,4.468474576271187,4.833667334669339,
1988 Summer Olympics,1988,POL,Poland,2,5,9,16,POL,,37824487.0,,0.715,,,,,,,,3.715784453981879,3.4819217434373453,3.662202380952381,
1988 Summer Olympics,1988,ITA,Italy,6,4,4,14,ITA,15780.9495122174,56629288.0,15990.0,0.78,,,,,,,,4.543189368770764,4.832034632034632,5.561807331628303,
1988 Summer Olympics,1988,JPN,Japan,4,3,7,14,JPN,25499.8811728107,122578000.0,25200.0,0.846,,JPN,1.6440281030444965,2.64119066773934,2.823283082077052,2.5781954887218044,1.5846407927332782,,,,
1988 Summer Olympics,1988,AUS,Australia,3,6,5,14,AUS,14303.093047615,16532164.0,14160.0,0.864,,AUS,1.4598214285714286,2.8173719376391984,3.1181058495821725,2.991662034463591,1.2185761957730812,,,,
1988 Summer Olympics,1988,NZL,New Zealand,3,2,8,13,NZL,13759.1556295922,3283400.0,12550.0,0.812,,NZL,1.4049751243781095,2.4485219164118246,2.90216271884655,3.22820763956905,1.2267839687194526,,,,
1988 Summer Olympics,1988,YUG,Yugoslavia,3,4,5,12,SRB,,7884218.0,,0.689,,SRB,1.8338192419825072,3.05424769703173,3.392378990731205,2.956813819577735,2.0981404958677685,3.745704467353952,3.933502538071066,3.8753154972236246,30.715510522213563
1988 Summer Olympics,1988,SWE,Sweden,0,4,7,11,SWE,24499.1240758517,8436489.0,24190.0,0.808,,,,,,,,6.09442491210447,5.920408163265306,6.064881565396498,
1988 Summer Olympics,1988,CAN,Canada,3,2,5,10,CAN,19012.5723278349,26791747.0,18620.0,0.861,,CAN,1.5049776007964162,2.5868591338974616,2.9243404678944747,2.943504230960677,1.339223494275759,,,,
1988 Summer Olympics,1988,KEN,Kenya,5,2,2,9,KEN,391.238771204282,21356219.0,420.0,0.48,,KEN,1.904153354632588,2.5691318327974275,3.0707892595606183,2.9085850556438793,2.2716568544995797,,,,
1988 Summer Olympics,1988,NED,Netherlands,2,2,5,9,NLD,17770.6162376388,14760094.0,18190.0,0.847,,NLD,1.3879443585780527,2.870741482965932,3.0476431829700963,3.092085614733698,1.5601249349297241,5.708421498095641,5.1921754084264835,5.350794332331473,
1988 Summer Olympics,1988,TCH,Czechoslovakia,3,3,2,8,CZE,,10355276.0,,0.748,,CZE,1.6272040302267003,2.8493265993265995,3.0271186440677966,2.7577276524644945,2.0455696202531644,4.254275092936803,3.6559877955758964,3.7780320366132725,
1988 Summer Olympics,1988,BRA,Brazil,1,2,3,6,BRA,2140.65027561164,143826357.0,2300.0,0.62,,BRA,1.9335260115606936,3.2901162790697676,3.5303995367689636,2.2536106296938185,1.7263411693791442,,,,
1988 Summer Olympics,1988,NOR,Norway,2,3,0,5,NOR,24207.281468963,4209488.0,23970.0,0.845,,,,,,,,6.600687622789784,5.694581280788177,6.33037037037037,
1988 Summer Olympics,1988,DEN,Denmark,2,1,1,4,DNK,22524.5792595476,5129516.0,22120.0,0.839,,,,,,,,6.992656875834446,6.183535762483131,7.130670277589709,
1988 Summer Olympics,1988,FIN,Finland,1,1,2,4,FIN,22043.7701596288,4946481.0,21520.0,0.811,,,,,,,,6.45995995995996,5.789180990899899,6.75050505050505,
1988 Summer Olympics,1988,ESP,Spain,1,1,2,4,ESP,9696.1928538538,38766939.0,9400.0,0.762,,,,,,,,4.863849765258216,4.852624920936116,4.297280593325093,
1988 Summer Olympics,1988,SUI,Switzerland,0,2,2,4,CHE,32690.4302734561,6593386.0,34580.0,0.85,,,,,,,,5.652920962199313,5.746276322547509,6.14964964964965,
1988 Summer Olympics,1988,MAR,Morocco,1,0,2,3,MAR,1086.03527832031,23500524.0,1100.0,0.448,,MAR,1.835,3.0175,3.0966666666666667,3.006666666666667,2.315,,,,
1988 Summer Olympics,1988,TUR,Türkiye,1,1,0,2,TUR,1685.69479240535,53909626.0,1800.0,0.598,,TUR,1.8573839662447258,2.1363636363636362,2.5038200339558574,2.819409282700422,2.40337224383917,3.006521739130435,6.3789592760181,6.42743312464428,
1988 Summer Olympics,1988,JAM,Jamaica,0,2,0,2,JAM,1632.01481656159,2345777.0,1510.0,0.664,,,,,,,,,,,
1988 Summer Olympics,1988,ARG,Argentina,0,1,1,2,ARG,3992.70330179156,31780532.0,3860.0,0.724,,ARG,1.7930672268907564,2.93502538071066,3.2577639751552794,2.5734265734265733,2.09853249475891,,,,
1988 Summer Olympics,1988,BEL,Belgium,0,0,2,2,BEL,16391.093827791,9901664.0,17010.0,0.814,,,,,,,,4.81121099947118,4.993802816901408,4.38751345532831,
1988 Summer Olympics,1988,MEX,Mexico,0,0,2,2,MEX,2278.81222720992,79695531.0,2120.0,0.666,,MEX,1.8970080552359034,3.3216340621403915,3.4931034482758623,2.577918343875791,2.45066358915176,,,,
1988 Summer Olympics,1988,AUT,Austria,1,0,0,1,AUT,17509.7658683817,7585317.0,18000.0,0.823,,,,,,,,5.0682122157824345,5.0572868927589365,6.0885675553547225,
1988 Summer Olympics,1988,POR,Portugal,1,0,0,1,PRT,5623.69699982123,10019610.0,5630.0,0.703,,,,,,,,4.00066401062417,4.319315751960086,4.261055634807418,
1988 Summer Olympics,1988,SUR,Suriname,1,0,0,1,SUR,2886.42980207694,402227.0,2890.0,0.696,,,,,,,,,,,
1988 Summer Olympics,1988,CHI,Chile,0,1,0,1,CHL,2013.53987790886,12999424.0,1940.0,0.705,,CHL,1.8572895277207393,2.8158697863682605,3.31237322515213,2.369168356997972,2.311111111111111,,,,
1988 Summer Olympics,1988,CRC,Costa Rica,0,1,0,1,CRI,1554.74048522018,2968103.0,1650.0,0.659,,,,,,,,,,,
1988 Summer Olympics,1988,INA,Indonesia,0,1,0,1,IDN,476.662483405818,176855065.0,510.0,0.526,,IDN,1.9481087839949984,1.854945054945055,2.7658968680797216,3.381875,2.6324222431668236,,,,
1988 Summer Olympics,1988,IRI,Islamic Republic of Iran,0,1,0,1,IRN,2234.46235141335,55072694.0,2850.0,0.613,,IRN,1.8516042780748663,2.584956346541303,2.70260989010989,3.1622162883845126,2.3410169491525425,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,1166527684.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,1166527684.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,1166527684.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,1166527684.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,233656588.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,233656588.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,233656588.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,233656588.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,1629655073.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,1629655073.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,1629655073.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,1629655073.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,2024305816.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,2024305816.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,2024305816.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,14398.6649680219,2024305816.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,1166527684.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,1166527684.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,1166527684.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,1166527684.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,233656588.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,233656588.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,233656588.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,233656588.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,1629655073.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,1629655073.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,1629655073.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,1629655073.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,2024305816.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,2024305816.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,2024305816.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,378.985964825507,2024305816.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,1166527684.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,1166527684.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,1166527684.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,1166527684.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,233656588.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,233656588.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,233656588.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,233656588.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,1629655073.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,1629655073.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,1629655073.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,1629655073.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,2024305816.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,2024305816.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,2024305816.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,426.609476571407,2024305816.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,1166527684.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,1166527684.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,1166527684.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,1166527684.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,233656588.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,233656588.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,233656588.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,233656588.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,1629655073.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,1629655073.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,1629655073.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,1629655073.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,2024305816.0,14794.0534865381,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,2024305816.0,421.976890366291,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,2024305816.0,471.685809525047,,,,,,,,,,,,
1988 Summer Olympics,1988,AHO,Netherlands Antilles,0,1,0,1,,921.812027727811,2024305816.0,983.525284922526,,,,,,,,,,,,
1988 Summer Olympics,1988,PER,Peru,0,1,0,1,PER,733.299784874657,21054702.0,1010.0,0.62,,PER,1.9469534050179211,3.447501810282404,3.6529581529581527,2.1216022889842634,2.3350553505535054,,,,
1988 Summer Olympics,1988,SEN,Senegal,0,1,0,1,SEN,880.487755138196,7289618.0,920.0,0.371,,,,,,,,,,,
1988 Summer Olympics,1988,ISV,United States Virgin Islands,0,1,0,1,VIR,,100952.0,,,,,,,,,,,,,
1988 Summer Olympics,1988,COL,Colombia,0,0,1,1,COL,1259.6174112078,31130524.0,1330.0,0.614,,COL,1.9546052631578947,3.1171052631578946,3.3046052631578946,2.9,2.0657894736842106,,,,
